id,tweet,created_at,user_id,name,username,retweets_count,replies_count,likes_count,quote_url
1507711509467734019,"Jaime, estoy seguro de que en @TheBridge_Tech , la aceleradora de talento digital líder en nuestro país, estarían encantados de ayudarte en la organización de ese Hackhaton. Al menos yo lo estoy 😉",2022-03-26 14:30:10 CET,41545659,Mario Lopez de Avila,nodosenlared,2,0,6,https://twitter.com/JaimeObregon/status/1507697770366484482
1507059034146361344,"La @camaradesevilla organiza junto al Grupo Planeta y su presidente José Lara, este encuentro con las empresas #ClubCámara para recoger las necesidades del #SectorTecnológico y presentar nuestra oferta de #Bootcamps de la mano de @TheBridge_Tech  https://t.co/rJkWd5MKT8  https://t.co/J6SHTHXylM",2022-03-24 19:17:28 CET,163586106,Escuela de Negocios,encamarasevilla,4,0,7,
1507029045187387401,Hoy han venido a visitarnos los alumnos de @itep_es de #DAM #ASIR y #MARKETING para conocer nuestro campus de Madrid y el futuro de profesiones tecnológicas como las suyas ¡Esperamos que hayais pasado una estupenda jornada! Sois los profesionales #techie del mañana 👩‍💻🧑‍💻  https://t.co/U1gPnU7TgI,2022-03-24 17:18:18 CET,1162694149956603904,The Bridge,thebridge_tech,0,0,1,
1506941441574117378,"¿Crees que lo sabes todo?🤓¡Déjate sorprender! Adéntrate en el mundo de la #ProgramacionWeb y las criptomonedas, conoce la metolodogía #Scrum o profundiza en el #deeplearning. Apúntate a nuestros talleres gratuitos y amplía horizontes 👉 https://t.co/bYfstQB02R  https://t.co/O1Y4J6puMR",2022-03-24 11:30:11 CET,1162694149956603904,The Bridge,thebridge_tech,0,0,0,
1504734193401618459,"¡Comenzamos el #Desafiodetripulaciones ⚔ de la promo full time de noviembre! El tema de los proyectos: el #coliving, con la colaboración de @TheFringeLABS  ¡No te pierdas las web apps que han creado! 🔴EN DIRECTO  https://t.co/PepMdUmCMu",2022-03-18 09:19:22 CET,1162694149956603904,The Bridge,thebridge_tech,4,0,5,
1504525515247472649,"🎉 Congrats to @simplilearn, @TheBridge_Tech, @thinkful, and @udacity who made it on our list of the 14 Best Digital Marketing Bootcamps of 2022!  https://t.co/tgUf4qX2DX  https://t.co/MIhFTrM9lA",2022-03-17 19:30:10 CET,1941897590,Course Report,coursereport,0,0,0,
1504416870526590977,"Más de 300.000 expertos en #ciberseguridad se han unido en una especie de ""ejército IT"" en Ucrania para llevar a cabo ataques informáticos contra infraestructuras y empresas rusas 👾🔓 https://t.co/CERWGVqWQw",2022-03-17 12:18:27 CET,1162694149956603904,The Bridge,thebridge_tech,0,0,0,
1504380116792664064,"En 2021, las instituciones que forman profesionales digitales con modelos de Bootcamp prepararon a más personas que el 94% de las universidades españolas @Adalab_Digital @TheBridge_Tech @ironhack  https://t.co/zyzeLrNdLo",2022-03-17 09:52:24 CET,209496112,Carlos L. Guardiola,carlosguardiola,0,1,5,
1503808574987935757,"🔐 We've combed through student &amp; alumni reviews to find the 17 Best Cyber Security Bootcamps of 2022, including @Level_Effect, @nexgent, @simplilearn, @Springboard, and @TheBridge_Tech!   https://t.co/t9VCetS80T  https://t.co/uhS3m8KSBT",2022-03-15 20:01:18 CET,1941897590,Course Report,coursereport,2,0,3,
1503513313648463877,@PICKYUAN @TheBridge_Tech @PagePersonnel Yo por experiencia te diría que busques otra escuela. Cuando las cosas funcionan bien todo muy bonito ahora cuando no… no hacen nada y te dicen que esto es lo que hay 😅🤦‍♂️,2022-03-15 00:28:02 CET,295720842,Pep Iberico,soyelsimo,0,0,0,
1503409219789328384,¡Muy contentos por todos ellos! 100% empleabilidad en la promoción de junio. Gracias desde @TheBridge_Tech por confiar y ponerlo todo tan fácil ¡Felicidades! #fullstackdevelopers #datascientists #digitalmarketers #uxuidesigners #cybersecurityanalysts 🎯💼  https://t.co/R0eGi9QXv5,2022-03-14 17:34:24 CET,1162694149956603904,The Bridge,thebridge_tech,1,0,3,
1502360507365400587,"👾La #ciberseguridad, más necesaria que nunca.  El #sectortecnológico pide más financiación y formación de profesionales para evitar ataques a sectores claves para la economía como energía, finanzas y transporte 🔒  https://t.co/OxY8JpRavS",2022-03-11 20:07:12 CET,1162694149956603904,The Bridge,thebridge_tech,0,0,0,
1502195577584500740,¿Algún identificado en la sala? 😂  #desarrolloweb #css #fullstackdeveloper,2022-03-11 09:11:49 CET,1162694149956603904,The Bridge,thebridge_tech,0,0,0,https://twitter.com/dinaelurdaneta/status/1501901625241346048
1501543878692073472,Faltan por salir las listas de #UXUIProductDesign #DataScience y #DesarrolloWebFullStack ¡Sería estupendo volver a aparecer!,2022-03-09 14:02:12 CET,1162694149956603904,The Bridge,thebridge_tech,0,0,1,
1501530641610989581,¡El #bootcamp de #Ciberseguridad de @TheBridge_Tech vuelve a estar entre los mejores bootcamps del mundo! Y este año también nos estrenamos con el de #DigitalMarketingOps que entra por primera vez en la lista de #CourseReport! Una súper noticia👏👏¡Gracias a todos! #bestbootcamps  https://t.co/3xShvybDST,2022-03-09 13:09:36 CET,1162694149956603904,The Bridge,thebridge_tech,2,1,2,
1500124541137428490,Día para agradecer a @TheBridge_Tech y @Glovo_ES la oportunidad que han dado a estos dos cracks para formarse con @codeorg en programación por bloques en un curso de 48 horas de duración. Bravo 🙌  🔝🦸🏻‍♂️🦸🏻‍♀️🏭🇪🇸  https://t.co/ZTCrroHQTc,2022-03-05 16:02:16 CET,363153431,Pablo Oliete,pablooliete,0,0,13,
1499397980704546831,[Opinión] Por más mujeres líderes en tecnología  https://t.co/FqVeFL1ljq  https://t.co/SFOFIEv1Uo @TheBridge_Tech  https://t.co/kBo9xGdGrU,2022-03-03 15:55:10 CET,742380996688023552,@Poderyliderazgo.cl,poder_liderazgo,0,0,0,
1499397820410851332,[Opinión] Por más mujeres líderes en tecnología -  https://t.co/FqVeFL1ljq @TheBridge_Tech  https://t.co/TE5sXsBaAT,2022-03-03 15:54:32 CET,742380996688023552,@Poderyliderazgo.cl,poder_liderazgo,0,0,0,
1499395478563155968,"@PICKYUAN @PagePersonnel Sentimos mucho el fallo técnico. Revisaremos que pudo pasar, pueden conectarse a próximos eventos o contactarnos si quieren más información sobre la escuela llamar al 919 01 72 57 ¡Gracias!",2022-03-03 15:45:14 CET,1162694149956603904,The Bridge,thebridge_tech,0,0,1,
1499088433293185033,"@TheBridge_Tech @PagePersonnel Mi hijo y yo nos apuntamos con muchos días de antelación Hoy a las 7 nos conectamos y aparece el mensaje ""Enlace caducado"": no nos hemos podido conectar Es una pena que, además de tener que recurrir a lo on-line, con la frialdad que supone, ocurran estos fallos técnicos Muy mal",2022-03-02 19:25:08 CET,414032513,PICKY,pickyuan,0,2,0,
1498939760462630913,"¡Empezamos el 21 de marzo en #Sevilla! No te puedes perder este taller de empleabilidad con el que arrancamos 🚀 Entradas:  https://t.co/91M74qEah2 📅Hoy a las 19h 📍C/Isabela 1, Sevilla @ENCamaraSevilla  https://t.co/euWktCKqYp",2022-03-02 09:34:22 CET,1162694149956603904,The Bridge,thebridge_tech,0,0,1,
1498249085337444355,"Toma contacto con el #marketingdigital de la mano de @TheBridge_Tech. Aprende a usar el contenido, el email, las redes sociales y la publicidad digital en este taller impartido por @jpereznavarrete📝  📅Jueves 3 de marzo, 18-19h (online)  #EventoDeLaSemana  #masterclass #MyNews",2022-02-28 11:49:52 CET,91372157,MyNews,mynews_es,0,1,2,
